서비스링크,도로명,시작노드명,종료노드명,지도거리
1220008500,언주로,구룡초교,영동3교(남단),418
1220011500,언주로,영동3교(남단),매봉터널,468
1220016100,언주로,매봉터널,강남세브란스,700
1220021500,언주로,강남세브란스,개나리아파트,509
1220024700,언주로,개나리아파트,센터필드,484
1220027500,언주로,센터필드,구경복아파트,786
1220029900,언주로,구경복아파트,서울세관,821
1220033100,언주로,서울세관,도산공원,705
1220035300,언주로,도산공원,성수대교남단교차로,855
1220036900,언주로,성수대교남단교차로,성수대교남단,419
1220037300,언주로,성수대교남단,성수대교북단,852
1180007500,여의대방로,대림삼거리,기상청입구,965
1180007900,여의대방로,기상청입구,대방천사거리,307
1190001400,여의대방로,대방천사거리,보라매역,161
1180010300,여의대방로,보라매역,해군회관앞,487
1180012900,여의대방로,해군회관앞,대방지하차도(남측),825
1190006200,여의대방로,대방지하차도(남측),여의교남단,428
1190007000,여의대방로,여의교남단,여의교,293
1180019300,여의대방로,여의교,한양아파트앞,503
1180023900,여의대방로,한양아파트앞,원효대교남단,550
1180031700,여의대방로,원효대교남단,원효대교북단,1459
1020007800,여의대방로,원효대교북단,원효대교진출입,626
1020007700,여의대방로,원효대교진출입,원효대교북단,627
1180031600,여의대방로,원효대교북단,원효대교남단,1459
1180023800,여의대방로,원효대교남단,한양아파트앞,551
1180019200,여의대방로,한양아파트앞,여의교,510
1190006900,여의대방로,여의교,여의교남단,290
1190006100,여의대방로,여의교남단,대방지하차도(남측),432
1180012800,여의대방로,대방지하차도(남측),해군회관앞,825
1180010200,여의대방로,해군회관앞,보라매역,488
1190001300,여의대방로,보라매역,대방천사거리,160
1180007800,여의대방로,대방천사거리,기상청입구,293
1180007400,여의대방로,기상청입구,대림삼거리,976
1220005200,영동대로,영동대교북단,영동대교남단,859
1220004800,영동대로,영동대교남단,영동대교남단교차로,182
1220004200,영동대로,영동대교남단교차로,경기고교앞,601
1220004000,영동대로,경기고교앞,코엑스,704
1220003300,영동대로,코엑스,삼성역,652
1220003100,영동대로,삼성역,휘문고교,440
1220002700,영동대로,휘문고교,대치동우성아파트,512
1220002200,영동대로,대치동우성아파트,학여울역,545
1220001900,영동대로,학여울역,영동6교북단,273
1220001500,영동대로,영동6교북단,대모산입구역,342
1220001100,영동대로,대모산입구역,일원초교,321
1220000900,영동대로,일원초교,일원터널,312
1220001000,영동대로,일원터널,일원초교,312
1220001200,영동대로,일원초교,대모산입구역,321
1220001600,영동대로,대모산입구역,영동6교북단,342
1220002000,영동대로,영동6교북단,학여울역,273
1220002300,영동대로,학여울역,대치동우성아파트,545
1220002800,영동대로,대치동우성아파트,휘문고교,512
1220003200,영동대로,휘문고교,삼성역,440
1220003400,영동대로,삼성역,코엑스,652
1220004100,영동대로,코엑스,경기고교앞,704
1220004300,영동대로,경기고교앞,영동대교남단교차로,598
1220004900,영동대로,영동대교남단교차로,영동대교남단,178
1220005300,영동대로,영동대교남단,영동대교북단,859
1230024600,올림픽로,서울종합운동장,종합운동장,695
1230025100,올림픽로,종합운동장,잠실새내역,641
1230025000,올림픽로,잠실새내역,잠실3사거리,621
1230025800,올림픽로,잠실3사거리,잠실역,689
1230027400,올림픽로,잠실역,송파구청,630
1230029200,올림픽로,송파구청,몽촌토성역,580
1230030800,올림픽로,몽촌토성역,올림픽회관,320
1230032200,올림픽로,올림픽회관,올림픽파크텔앞,270
1230033300,올림픽로,올림픽파크텔앞,올림픽대교남단교차로,402
1230035100,올림픽로,올림픽대교남단교차로,풍납사거리,294
1230036100,올림픽로,풍납사거리,강동구청역,330
1230036900,올림픽로,강동구청역,영파여중고교,273
1240009800,올림픽로,영파여중고교,천호사거리,648
1240011200,올림픽로,천호사거리,광진교남단,299
1240012600,올림픽로,광진교남단,천호동공원,486
1240015200,올림픽로,천호동공원,신암초교,279
1240017000,올림픽로,신암초교,암사역,261
1240018600,올림픽로,암사역,암사역 북측,150
1240020400,올림픽로,암사역 북측,선사사거리,385
1240026600,올림픽로,선사사거리,토끼굴입구(올림픽대로),1263
1240026500,올림픽로,토끼굴입구(올림픽대로),선사사거리,1256
1240020300,올림픽로,선사사거리,암사역 북측,385
1240018500,올림픽로,암사역 북측,암사역,150
1240016900,올림픽로,암사역,신암초교,261
1240015100,올림픽로,신암초교,천호동공원,279
1240012500,올림픽로,천호동공원,광진교남단,486
1240011100,올림픽로,광진교남단,천호사거리,300
1240009700,올림픽로,천호사거리,영파여중고교,647
1230036800,올림픽로,영파여중고교,강동구청역,273
1230036000,올림픽로,강동구청역,풍납사거리,328
1230035000,올림픽로,풍납사거리,올림픽대교남단교차로,294
1230033200,올림픽로,올림픽대교남단교차로,올림픽파크텔앞,403
1230032100,올림픽로,올림픽파크텔앞,올림픽회관,270
1230030700,올림픽로,올림픽회관,몽촌토성역,319
1230029100,올림픽로,몽촌토성역,잠실진주아파트,373
1230028300,올림픽로,잠실진주아파트,송파구청,205
1230027300,올림픽로,송파구청,잠실역,630
1230025700,올림픽로,잠실역,잠실3사거리,686
1230024900,올림픽로,잠실3사거리,잠실새내역,619
1230025200,올림픽로,잠실새내역,종합운동장,642
1230024500,올림픽로,종합운동장,서울종합운동장,695
1050002000,왕산로,시조사삼거리,떡전교사거리,350
1050001600,왕산로,떡전교사거리,동대문세무서,468
1050001400,왕산로,동대문세무서,청량리역,354
1050001200,왕산로,청량리역,성바오로병원,256
1050001000,왕산로,성바오로병원,경동시장,393
1050000600,왕산로,경동시장,제기동역,302
1050000800,왕산로,제기동역,용두동사거리,399
1050000400,왕산로,용두동사거리,신설동역,687
1050000500,왕산로,신설동역,용두동사거리,685
1050000900,왕산로,용두동사거리,제기동역,395
1050000700,왕산로,제기동역,경동시장,302
1050001100,왕산로,경동시장,성바오로병원,396
1050001300,왕산로,성바오로병원,청량리역,256
1050001500,왕산로,청량리역,동대문세무서,356
1050001700,왕산로,동대문세무서,떡전교사거리,471
1050002100,왕산로,떡전교사거리,시조사삼거리,349
1030003800,왕십리로,뚝섬정수장앞,뚝도아리정수센터,325
1030004800,왕십리로,뚝도아리정수센터,서울숲입구,201
1030007400,왕십리로,서울숲입구,뚝섬역,708
1030011000,왕십리로,뚝섬역,성동교남단,382
1030012600,왕십리로,성동교남단,행당중학교,235
1030014000,왕십리로,행당중학교,한양대병원,605
1030014400,왕십리로,한양대병원,성동문화광장,365
1030015400,왕십리로,성동문화광장,왕십리역,265
1030016400,왕십리로,왕십리역,상왕십리역,582
1030017600,왕십리로,상왕십리역,성동고교교차로,592
1030017500,왕십리로,성동고교교차로,상왕십리역,589
1030016300,왕십리로,상왕십리역,왕십리역,578
1030015300,왕십리로,왕십리역,성동문화광장,263
1030014300,왕십리로,성동문화원앞,한양대병원,372
1030013900,왕십리로,한양대병원,행당중학교,590
1030012500,왕십리로,행당중학교,성동교남단,235
1030010900,왕십리로,성동교남단,뚝섬역,382
1030007300,왕십리로,뚝섬역,서울숲입구,704
1030004700,왕십리로,서울숲입구,뚝도아리정수센터,203
1030003700,왕십리로,뚝도아리정수센터,뚝섬정수장앞,286
1020010900,원효로,원효로진출입(강변북로),원효동산호아파트,513
1020009100,원효로,원효동산호아파트,원효대교진출입고가차도,705
1005001900,원효로,원효대교진출입,원효로2가,441
1020013000,원효로,원효로2가,용산구보건분소,510
1020015200,원효로,용산구보건분소,남영역,569
1020015100,원효로,남영역,용산구보건분소,568
1020012900,원효로,용산구보건분소,원효로2가,509
1005002000,원효로,원효로2가,원효대교진출입,441
1020009200,원효로,원효대교진출입고가차도,원효동산호아파트,687
1020011000,원효로,원효동산호아파트,원효로진출입(강변북로),557
1070009100,월곡로,월곡역입구,서울사대부고앞,931
1070009200,월곡로,서울사대부고앞,월곡역입구,940
1000006200,율곡로,청계6가,흥인지문,190
1000009600,율곡로,흥인지문,이화사거리,854
1000012300,율곡로,이화사거리,원남동사거리,434
1000013400,율곡로,원남동사거리,창덕궁,696
1000013500,율곡로,창덕궁,안국역,360
1000012700,율곡로,안국역,안국동사거리,317
1000011600,율곡로,안국동사거리,경복궁교차로,308
1000011500,율곡로,경복궁교차로,안국동사거리,306
1000012800,율곡로,안국동사거리,안국역,321
1000013600,율곡로,안국역,창덕궁,355
1000013300,율곡로,창덕궁,원남동사거리,690
1000012400,율곡로,원남동사거리,이화사거리,436
1000009500,율곡로,이화사거리,흥인지문,844
1000006100,율곡로,흥인지문,청계6가,185
1010012600,을지로,서울프라자호텔,시청앞광장,126
1010014000,을지로,시청앞광장,을지로1가,321
1010014200,을지로,을지로1가,을지로2가,429
1010014400,을지로,을지로2가,을지로3가역,194
1010014800,을지로,을지로3가역,을지로3가,255
1010015800,을지로,을지로3가,을지로4가,487
1010016200,을지로,을지로4가,을지로5가,366
1010014900,을지로,을지로5가,동대문역사문화공원,500
1010013300,을지로,동대문역사문화공원,동대문역사문화공원역,184
1010011500,을지로,동대문역사문화공원역,한양공고앞,152
1010011600,을지로,한양공고앞,동대문역사문화공원역,172
1010013400,을지로,동대문역사문화공원역,동대문역사문화공원,185
1010015000,을지로,동대문역사문화공원,을지로5가,504
1010016100,을지로,을지로5가,을지로4가,366
1010015700,을지로,을지로4가,을지로3가,487
1010014700,을지로,을지로3가,을지로3가역,255
1010014300,을지로,을지로3가역,을지로2가,194
1010014100,을지로,을지로2가,을지로1가,429
1010013900,을지로,을지로1가,시청앞광장,321
1010012500,을지로,시청앞광장,서울프라자호텔,126
1040000400,자양로,잠실대교북단,잠실대교북단교차로,526
1040001000,자양로,잠실대교북단교차로,자양사거리,483
1040001800,자양로,자양사거리,구의사거리,976
1040003200,자양로,구의사거리,아차산역사거리,745
1040003100,자양로,아차산역사거리,구의사거리,746
1040001700,자양로,구의사거리,자양사거리,981
1040000900,자양로,자양사거리,잠실대교북단교차로,486
1040000300,자양로,잠실대교북단교차로,잠실대교북단,526
1000015401,자하문로,경복궁역,통인시장,416
1000015402,자하문로,통인시장,종로보건소앞,228
1000015403,자하문로,종로보건소앞,신교동교차로,266
1000018000,자하문로,신교동교차로,청운초등학교앞,138
1000019600,자하문로,청운초교앞,석파정앞,1314
1000020800,자하문로,석파정앞,세검정,837
1000020700,자하문로,세검정,석파정앞,826
1000019500,자하문로,석파정앞,청운초교앞,1315
1000017900,자하문로,청운초등학교앞,신교동교차로,138
1000015303,자하문로,신교동교차로,종로보건소앞,268
1000015302,자하문로,종로보건소앞,통인시장,227
1000015301,자하문로,통인시장,경복궁역,415
1020020200,장충단로,버티고개삼거리,국립극장,584
1010000400,장충단로,국립극장,남산2호터널북단,545
1010001400,장충단로,남산2호터널북단,장충체육관,461
1010005400,장충단로,장충체육관,광희동사거리,588
1010012000,장충단로,광희동사거리,동대문역사문화공원,210
1010017400,장충단로,동대문역사문화공원,청계6가,460
1010017300,장충단로,청계6가,동대문역사문화공원,455
1010011900,장충단로,동대문역사문화공원,광희동사거리,210
1010005300,장충단로,광희동사거리,장충체육관,593
1010001300,장충단로,장충체육관,남산2호터널북단,456
1010000300,장충단로,남산2호터널북단,국립극장,543
1020020100,장충단로,국립극장,버티고개삼거리,607
1000001400,종로,세종대로사거리,종로구청입구,204
1000000300,종로,종로구청입구,종로1가,325
1000000600,종로,종로1가,종로2가,415
1000001200,종로,종로2가,종로3가,393
1000001600,종로,종로3가,종로4가,499
1000001800,종로,종로4가,종로5가,368
1000002000,종로,종로5가,흥인지문,634
1000002200,종로,흥인지문,동묘앞역,616
1000002400,종로,동묘앞역,신설동역,730
1000002300,종로,신설동역,동묘앞역,728
1000002100,종로,동묘앞역,흥인지문,616
1000001900,종로,흥인지문,종로5가,629
1000001700,종로,종로5가,종로4가,368
1000001500,종로,종로4가,종로3가,499
1000001100,종로,종로3가,종로2가,393
1000000500,종로,종로2가,종로1가,415
1000000400,종로,종로1가,종로구청입구,325
1000001300,종로,종로구청입구,세종대로사거리,204
1050017600,종암로,고대앞삼거리,고려대역교차로,157
1070007600,종암로,고려대역교차로,서울사대부고앞,203
1070010400,종암로,서울사대부고앞,종암사거리,1205
1070013800,종암로,종암사거리,미아사거리,659
1070013700,종암로,미아사거리,종암사거리,659
1070010300,종암로,종암사거리,서울사대부고앞,1203
1070007500,종암로,서울사대부고앞,고려대역교차로,203
1050017500,종암로,고려대역교차로,고대앞삼거리,159
1110009200,진흥로,신사오거리,역촌역,1031
1110011400,진흥로,역촌역,대조불광시장,475
1110011700,진흥로,대조불광시장,서울혁신파크교차로,412
1000021500,진흥로,서울혁신파크교차로,구기터널동측,2362
1000021300,진흥로,구기터널동측,신영동삼거리,720
1000021400,진흥로,신영동삼거리,구기터널동측,724
1000021600,진흥로,구기터널동측,서울혁신파크교차로,2375
1110011800,진흥로,서울혁신파크교차로,대조불광시장,405
1110011300,진흥로,대조불광시장,역촌역,486
1110009100,진흥로,역촌역,신사오거리,1039
1000015600,창경궁로,원남동사거리,성균관대입구,870
1000017800,창경궁로,성균관대입구,혜화동로터리,356
1000019400,창경궁로,혜화동로터리,한성대입구역,560
1000019300,창경궁로,한성대입구역,혜화동로터리,567
1000017700,창경궁로,혜화동로터리,성균관대입구,355
1000015500,창경궁로,성균관대입구,원남동사거리,880
1000008700,창경궁로,원남동사거리,종로4가,571
1000005500,창경궁로,종로4가,청계4가,208
1010017100,창경궁로,청계4가,을지로4가,247
1010012700,창경궁로,을지로4가,중구청,256
1010007900,창경궁로,중구청,퇴계로4가,229
1050008300,천호대로,신설동역,시립동부병원앞,722
1050008600,천호대로,시립동부병원앞,동대문구청,652
1050008100,천호대로,동대문구청,신답초교,426
1050006500,천호대로,신답초교,청계한신휴플러스,170
1050005300,천호대로,청계한신휴플러스,신답역,464
1050004500,천호대로,신답역,답십리역사거리,725
1030017100,천호대로,답십리역사거리,서울교통공사,392
1030015900,천호대로,서울교통공사,장한평역,622
1050003700,천호대로,장한평역,군자교서단,554
1040015400,천호대로,군자교서단,군자교동단,291
1040004900,천호대로,군자교동단,군자교입구,320
1040004700,천호대로,군자교입구,군자역,246
1040004300,천호대로,군자역,아차산역삼거리,886
1040003700,천호대로,아차산역삼거리,아차산역사거리,443
1040003400,천호대로,아차산역사거리,광진숲나루,736
1040003000,천호대로,광진숲나루,워커힐입구,72
1040002800,천호대로,워커힐입구,광장중교지하차도,191
1040002400,천호대로,광장중교지하차도,광장사거리,323
1040001900,천호대로,광장사거리,천호대교북단,304
1240001500,천호대로,천호대교북단,천호대교남단,1001
1240001300,천호대로,천호대교남단,천호사거리,539
1240000900,천호대로,천호사거리,천호신사거리,288
1240000500,천호대로,천호신사거리,강동성심병원,742
1240000300,천호대로,강동성심병원,길동사거리,407
1240000200,천호대로,길동사거리,둔촌고교,646
1240000800,천호대로,둔촌고교,길동생태공원앞,704
1240001200,천호대로,길동생태공원앞,초이동,589
2270008500,천호대로,초이동,상일동동아아파트입구,864
2270009000,천호대로,상일동동아아파트입구,시계(천호대로),207
2270009300,천호대로,시계(천호대로),상일초교,57
1240001800,천호대로,상일초교,상일IC입구,384
1240002100,천호대로,상일IC입구,상일IC서측,174
1240002500,천호대로,상일IC서측,상일IC동측,682
1240002600,천호대로,상일IC동측,상일IC서측,686
1240002200,천호대로,상일IC서측,상일IC입구,174
1240001700,천호대로,상일IC입구,상일초교,386
2270009200,천호대로,상일초교,시계(천호대로),56
2270009100,천호대로,시계(천호대로),상일동동아아파트입구,207
2270008600,천호대로,상일동동아아파트입구,초이동,864
1240001100,천호대로,초이동,길동생태공원앞,589
1240000700,천호대로,길동생태공원앞,둔촌고교,704
1240000100,천호대로,둔촌고교,길동사거리,636
1240000400,천호대로,길동사거리,강동성심병원,407
1240000600,천호대로,강동성심병원,천호신사거리,742
1240001000,천호대로,천호신사거리,천호사거리,288
1240001400,천호대로,천호사거리,천호대교남단,539
1240001600,천호대로,천호대교남단,천호대교북단,1001
1040002000,천호대로,천호대교북단,광장사거리,305
1040002300,천호대로,광장사거리,광장중교지하차도,320
1040002700,천호대로,광장중교지하차도,광진숲나루,263
1040003300,천호대로,광진숲나루,아차산역사거리,727
1040003800,천호대로,아차산역사거리,아차산역삼거리,445
1040004400,천호대로,아차산역삼거리,군자역,889
1040004800,천호대로,군자역,군자교입구,246
1040005000,천호대로,군자교입구,군자교동단,320
1040015500,천호대로,군자교동단,군자교서단,291
1050003800,천호대로,군자교서단,장한평역,557
1030016000,천호대로,장한평역,서울교통공사,615
1030017200,천호대로,서울교통공사,답십리역사거리,392
1050004600,천호대로,답십리역사거리,신답역,725
1050005400,천호대로,신답역,청계한신휴플러스,466
1050006600,천호대로,청계한신휴플러스,신답초교,170
1050008200,천호대로,신답초교,동대문구청,427
1050008500,천호대로,동대문구청,시립동부병원앞,652
1050008400,천호대로,시립동부병원앞,신설동역,705
1000003700,청계천로,청계광장,무교동사거리,199
1000003300,청계천로,무교동사거리,광교,309
1000002900,청계천로,광교,청계2가,444
1000002800,청계천로,청계2가,청계3가,418
1000003200,청계천로,청계3가,청계4가,495
1000004400,청계천로,청계4가,청계5가,371
1000005400,청계천로,청계5가,청계6가,678
1000005800,청계천로,청계6가,동평화시장,220
1010019600,청계천로,동평화시장,청계7가,323
1010019800,청계천로,청계7가,청계8가,724
1030020300,청계천로,청계8가,청계9가,647
1050005600,청계천로,청계9가,서울시설공단,757
1050007600,청계천로,서울시설공단,신답초교,344
1050007500,청계천로,신답초교,서울시설공단,316
1050005500,청계천로,서울시설공단,청계9가,763
1030020400,청계천로,청계9가,청계8가,653
1010019700,청계천로,청계8가,청계7가,725
1010019500,청계천로,청계7가,청계6가,543
1000005300,청계천로,청계6가,청계5가,680
1000004300,청계천로,청계5가,청계4가,376
1000003100,청계천로,청계4가,청계3가,495
1000002700,청계천로,청계3가,청계2가,412
1000003000,청계천로,청계2가,광교,444
1000003400,청계천로,광교,모전교,310
1000003800,청계천로,모전교,청계광장,200
1010004100,청파로,상수도사업본부,중림동입구,290
1010002100,청파로,중림동입구,서울역(서부),244
1020021700,청파로,서울역(서부),숙명여대입구,1347
1020017300,청파로,숙명여대입구,남영역,358
1020014500,청파로,남영역,삼각지고가차도(밑),553
1020010300,청파로,삼각지고가차도(밑),용산전자상가,853
1020009700,청파로,용산전자상가,성촌공원,763
1020009800,청파로,성촌공원,용산전자상가,685
1020010400,청파로,용산전자상가,삼각지고가차도(밑),867
1020014600,청파로,삼각지고가차도(밑),남영역,555
1020017400,청파로,남영역,숙명여대입구,359
1020021800,청파로,숙명여대입구,서울역(서부),1357
1010002200,청파로,서울역(서부),중림동입구,259
1010004200,청파로,중림동입구,상수도사업본부,285
1120001000,충정로,충정로사거리,서대문역,853
1120000900,충정로,서대문역,충정로사거리,851
1220029400,테헤란로,서울종합운동장,강남경찰서,380
1220028800,테헤란로,강남경찰서,삼성역,311
1220028000,테헤란로,삼성역,포스코사거리,622
1220026800,테헤란로,포스코사거리,선릉역,721
1220026000,테헤란로,선릉역,센터필드,590
1220025200,테헤란로,센터필드,역삼역,555
1220024000,테헤란로,역삼역,국기원입구,557
1220023300,테헤란로,국기원입구,강남역,324
1220023400,테헤란로,강남역,국기원입구,323
1220024100,테헤란로,국기원입구,역삼역,557
1220025300,테헤란로,역삼역,센터필드,555
1220026100,테헤란로,센터필드,선릉역,589
1220026900,테헤란로,선릉역,포스코사거리,721
1220028100,테헤란로,포스코사거리,삼성역,622
1220028900,테헤란로,삼성역,강남경찰서,311
1220029500,테헤란로,강남경찰서,서울종합운동장,380
1010002000,통일로,서울역,염천교,370
1010004400,통일로,염천교,경찰청앞,311
1010009000,통일로,경찰청앞,서대문역,501
1000003600,통일로,서대문역,독립문역,905
1120010600,통일로,독립문역,홍제삼거리,1964
1120013400,통일로,홍제삼거리,홍은사거리,757
1120013800,통일로,홍은사거리,녹번역,1186
1110010200,통일로,녹번역,은평여성인력개발센터,825
1110011600,통일로,은평여성인력개발센터,서울혁신파크교차로,168
1110012200,통일로,서울혁신파크교차로,불광역,289
1110013200,통일로,불광역,동명여고,528
1110013800,통일로,동명여고,연신내역,614
1110001800,통일로,연신내역,박석고개,923
1110002000,통일로,박석고개,은평성모병원사거리,901
1110002200,통일로,은평성모병원사거리,은평뉴타운10단지,1006
1110002400,통일로,은평뉴타운10단지,통일로고양시계,462
1110002300,통일로,통일로고양시계,은평뉴타운10단지,461
1110002100,통일로,은평뉴타운10단지,은평성모병원사거리,997
1110001900,통일로,은평성모병원사거리,박석고개,903
1110001700,통일로,박석고개,연신내역,927
1110013700,통일로,연신내역,동명여고,615
1110013100,통일로,동명여고,불광역,527
1110012100,통일로,불광역,서울혁신파크교차로,289
1110011500,통일로,서울혁신파크교차로,은평여성인력개발센터,168
1110010100,통일로,은평여성인력개발센터,녹번역,822
1120013700,통일로,녹번역,홍은사거리,1186
1120013300,통일로,홍은사거리,홍제삼거리,758
1120010500,통일로,홍제삼거리,독립문역,1964
1000003500,통일로,독립문역,서대문역,907
1010008900,통일로,서대문역,경찰청앞,497
1010004300,통일로,경찰청앞,염천교,309
1010001900,통일로,염천교,서울역,370
1010002600,퇴계로,서울역사거리,회현사거리,963
1010004600,퇴계로,회현사거리,퇴계로2가,624
1010004700,퇴계로,퇴계로2가,충무로역,377
1010005600,퇴계로,충무로역,퇴계로4가,484
1010007000,퇴계로,퇴계로4가,퇴계로5가,373
1010008200,퇴계로,퇴계로5가,광희동사거리,419
1010010400,퇴계로,광희동사거리,한양공고앞,395
1010011800,퇴계로,한양공고앞,신당역,414
1010013100,퇴계로,신당역,성동고교교차로,662
1010013200,퇴계로,성동고교교차로,신당역,666
1010011700,퇴계로,신당역,한양공고앞,413
1010010300,퇴계로,한양공고앞,광희동사거리,394
1010008100,퇴계로,광희동사거리,퇴계로5가,420
1010006900,퇴계로,퇴계로5가,퇴계로4가,373
1010005500,퇴계로,퇴계로4가,충무로역,482
1010004800,퇴계로,충무로역,퇴계로2가,377
1010004500,퇴계로,퇴계로2가,회현사거리,630
1010002500,퇴계로,회현사거리,서울역사거리,954
1020022900,한강대로,서울역,서울역광장,238
1020020900,한강대로,서울역광장,숙대입구역,1043
1020017700,한강대로,숙대입구역,남영삼거리,346
1020014100,한강대로,남영삼거리,삼각지,729
1020009300,한강대로,삼각지,전자상가입구,843
1020007300,한강대로,전자상가입구,용산역앞,451
1020006100,한강대로,용산역앞,한강대교북단교차로,531
1020006200,한강대로,한강대교북단교차로,용산역앞,528
1020007400,한강대로,용산역앞,전자상가입구,451
1020009400,한강대로,전자상가입구,삼각지,843
1020014200,한강대로,삼각지,남영삼거리,736
1020017800,한강대로,남영삼거리,숙대입구역,345
1020021000,한강대로,숙대입구역,서울역광장,1041
1020023000,한강대로,서울역광장,서울역,239
1020008600,한남대로,한남대교북단,한남오거리,482
1020013400,한남대로,한남오거리,북한남삼거리,1101
1020018200,한남대로,북한남삼거리,버티고개삼거리,560
1020018100,한남대로,버티고개삼거리,북한남삼거리,565
1020013300,한남대로,북한남삼거리,한남오거리,1096
1020008500,한남대로,한남오거리,한남대교북단,483
1210006800,헌릉로,염곡사거리,내곡IC,3272
1210007100,헌릉로,내곡IC,세곡동사거리,3077
1220006100,헌릉로,세곡동사거리,복정교차로,1523
1230000200,헌릉로,복정교차로,복정역,281
1230000300,헌릉로,복정역,송파IC,221
1230040500,헌릉로,송파IC,서울시-성남시경계,432
1230040400,헌릉로,서울시-성남시경계,송파IC,444
1230000400,헌릉로,송파IC,복정역,222
1230000100,헌릉로,복정역,복정교차로,281
1220006000,헌릉로,복정교차로,세곡동사거리,1517
1210007000,헌릉로,세곡동사거리,내곡IC,3084
1210006900,헌릉로,내곡IC,염곡사거리,3257
1190002600,현충로,동작역,국립현충원,679
1190003600,현충로,국립현충원,중앙대입구,1329
1190004800,현충로,중앙대입구,한강대교남단교차로,776
1190004700,현충로,한강대교남단교차로,중앙대입구,772
1190003500,현충로,중앙대입구,국립현충원,1329
1190002500,현충로,국립현충원,동작역,683
1005003700,화랑로,종암사거리,종암SK아파트,575
1070011700,화랑로,종암SK아파트,월곡역입구,237
1070011800,화랑로,월곡역입구,월곡역,202
1005003900,화랑로,월곡역,상월곡역,712
1005004100,화랑로,상월곡역,돌곶이역,963
1005004300,화랑로,돌곶이역,장위사거리,399
1070019000,화랑로,장위사거리,석계고가차도(서측),267
1005002700,화랑로,석계고가차도(서측),석계고가차도(동측),528
1100007200,화랑로,석계고가차도(동측),월릉교서측,141
1100007400,화랑로,월릉교서측,월릉교동측,143
1100007600,화랑로,월릉교동측,공릉초교,207
1100007800,화랑로,공릉초교,태릉입구역,144
1100008000,화랑로,태릉입구역,구묵동교,279
1100008200,화랑로,구묵동교,화랑대역,559
1100009200,화랑로,화랑대역,화랑대사거리,274
1100013000,화랑로,화랑대사거리,갈매사거리,4491
1100012900,화랑로,갈매사거리,화랑대사거리,4498
1100009100,화랑로,화랑대사거리,화랑대역,274
1100008100,화랑로,화랑대역,구묵동교,558
1100007900,화랑로,구묵동교,태릉입구역,279
1100007700,화랑로,태릉입구역,공릉초교,144
1100007500,화랑로,공릉초교,월릉교동측,207
1100007300,화랑로,월릉교동측,월릉교서측,143
1100007100,화랑로,월릉교서측,석계고가차도(동측),140
1005002800,화랑로,석계고가차도(동측),석계고가차도(서측),530
1070018900,화랑로,석계고가차도(서측),장위사거리,270
1005004400,화랑로,장위사거리,돌곶이역,399
1005004200,화랑로,돌곶이역,상월곡역,979
1005004000,화랑로,상월곡역,월곡역,693
1005003800,화랑로,월곡역,종암사거리,807
1080012200,4.19로,아카데미하우스,국립4.19묘지,1179
1080012800,4.19로,국립4.19묘지,국립4.19묘지입구,352
1080012700,4.19로,국립4.19묘지입구,국립4.19묘지,354
1080012100,4.19로,국립4.19묘지,아카데미하우스,1190
1140033400,가로공원로,가로공원로부천시계,신월사거리,586
1140034800,가로공원로,신월사거리,월정초교앞,530
1150008900,가로공원로,월정초교앞,강서나누리병원,250
1150009100,가로공원로,강서나누리병원,화곡터널입구,517
1150009000,가로공원로,화곡터널입구,강서나누리병원,513
1150008800,가로공원로,강서나누리병원,월정초교앞,250
1140034700,가로공원로,월정초교앞,신월사거리,530
1140033300,가로공원로,신월사거리,가로공원로부천시계,586
1180011300,가마산로,해군회관앞,신길가마산로,995
1180011800,가마산로,신길가마산로,성락주유소앞,750
1180010800,가마산로,성락주유소앞,성락빌딩앞,272
1180009800,가마산로,성락빌딩앞,대림3동사거리,416
1160012500,가마산로,대림3동사거리,거리공원오거리,444
1160011700,가마산로,거리공원오거리,구로구청구의회,494
1160010500,가마산로,구로구청구의회,고대구로병원,539
1160008300,가마산로,고대구로병원,가마산지하차도(남측),736
1160006900,가마산로,가마산지하차도(남측),구로IC_가마산길_진입_1,137
2130003902,가마산로,구로IC_가마산길_진입_1,구로현대아파트,53
2130003901,가마산로,구로현대아파트,한일유앤아이앞,165
2130003700,가마산로,한일유앤아이앞,광명대교,264
2130037300,가마산로,광명대교,광명대교사거리,198
2130037200,가마산로,광명대교사거리,광명대교,198
2130003800,가마산로,광명대교,한일유앤아이앞,268
2130004001,가마산로,한일유앤아이앞,구로현대아파트,166
2130004002,가마산로,구로현대아파트,구로IC,53
1160007000,가마산로,구로IC,가마산지하차도(남측),142
1160008400,가마산로,가마산지하차도(남측),고대구로병원,727
1160010600,가마산로,고대구로병원,구로구청구의회,542
1160011800,가마산로,구로구청구의회,거리공원오거리,494
1160012600,가마산로,거리공원오거리,대림3동사거리,444
1180009900,가마산로,대림3동사거리,성락빌딩앞,418
1180010900,가마산로,성락빌딩앞,성락주유소앞,268
1180011900,가마산로,성락주유소앞,신길가마산로,742
1180011200,가마산로,신길가마산로,해군회관앞,999
1170006000,가산로,독산동남문종합시장,독산사거리,433
1170007200,가산로,독산사거리,디지털단지오거리,1182
1170007100,가산로,디지털단지오거리,독산사거리,1190
1170005900,가산로,독산사거리,독산동남문종합시장,430
1120009800,가좌로,연희지하차도,홍연2교동측,384
