서비스링크,도로명,시작노드명,종료노드명,지도거리
1220034200,도산대로,학동사거리,도산공원,505
1220033600,도산대로,도산공원,강남을지병원,545
1220032600,도산대로,강남을지병원,신사역,855
1220032700,도산대로,신사역,강남을지병원,855
1220033700,도산대로,강남을지병원,도산공원,545
1220034300,도산대로,도산공원,학동사거리,505
1220034700,도산대로,학동사거리,청담사거리,732
1220034900,도산대로,청담사거리,영동대교남단교차로,642
1180014000,도신로,신길삼거리,우신초교앞,891
1180013200,도신로,우신초교앞,도림사거리,904
1180012000,도신로,도림사거리,신도림고가차도앞,345
1180011400,도신로,신도림고가차도앞,성원아파트앞,229
1160015100,도신로,성원아파트앞,도림펌프장앞,279
1160015200,도신로,도림펌프장앞,성원아파트앞,282
1180011500,도신로,성원아파트앞,신도림고가차도앞,227
1180012100,도신로,신도림고가차도앞,도림사거리,345
1180013300,도신로,도림사거리,우신초교앞,904
1180014100,도신로,우신초교앞,신길삼거리,900
1130009000,독막로,공덕역(공항),대흥세양APT,441
1130010800,독막로,대흥세양APT,마포세무서앞,488
1130011600,독막로,마포세무서앞,신수중학교,588
1130012000,독막로,신수중학교,창전사거리,151
1130012200,독막로,창전사거리,광흥창역,109
1130012400,독막로,광흥창역,상수역,744
1130012600,독막로,상수역,합정역,871
1130012500,독막로,합정역,상수역,883
1130012300,독막로,상수역,광흥창역,744
1130012100,독막로,광흥창역,창전사거리,109
1130011900,독막로,창전사거리,신수중학교,151
1130011500,독막로,신수중학교,마포세무서앞,584
1130010700,독막로,마포세무서앞,대흥세양APT,484
1130008900,독막로,대흥세양APT,공덕역(공항),441
1170008900,독산로,구로전화국,독산3동주민센터,406
1170006500,독산로,독산3동주민센터,독산동남문종합시장,608
1170004700,독산로,독산동남문종합시장,독산4동,493
1170002700,독산로,독산4동,은행나무사거리,1647
1170001900,독산로,은행나무사거리,박미삼거리,562
1170002000,독산로,박미삼거리,은행나무사거리,576
1170002800,독산로,은행나무사거리,독산4동,1651
1170004800,독산로,독산4동,독산동남문종합시장,488
1170006600,독산로,독산동남문종합시장,독산3동주민센터,610
1170009000,독산로,독산3동주민센터,구로전화국,406
1030011100,독서당로,응봉사거리,금호사거리,1128
1030009800,독서당로,금호사거리,금남시장,360
1030008900,독서당로,금남시장,옥수사거리,579
1030006900,독서당로,옥수사거리,옥정중학교,677
1020012300,독서당로,옥정중학교,한남오거리,1081
1020012400,독서당로,한남오거리,옥정중학교,1092
1030007000,독서당로,옥정중학교,미타사입구,668
1030009000,독서당로,미타사입구,금남시장,577
1030009700,독서당로,금남시장,금호사거리,357
1030011200,독서당로,금호사거리,응봉사거리,1138
1000010700,돈화문로,창덕궁,봉익동,552
1000007100,돈화문로,봉익동,종로3가,247
1000004600,돈화문로,청계3가,종로3가,231
1000007200,돈화문로,종로3가,봉익동,250
1000010800,돈화문로,봉익동,창덕궁,552
1070020500,돌곶이로,북서울꿈의숲,장곡초교,509
1070019500,돌곶이로,장곡초교,장위동원천주유소,455
1070017900,돌곶이로,장위동원천주유소,돌곶이역,497
1070015300,돌곶이로,돌곶이역,석관동새마을금고,590
1070015400,돌곶이로,석관동새마을금고,돌곶이역,590
1070018000,돌곶이로,돌곶이역,장위동원천주유소,497
1070019600,돌곶이로,장위동원천주유소,장곡초교,455
1070020600,돌곶이로,장곡초교,북서울꿈의숲,509
1240027700,동남로,샘터근린공원,광문고교,267
1240025500,동남로,광문고교,고덕아이파크,330
1240023500,동남로,고덕아이파크,E-마트,244
1240019700,동남로,E-마트,한영중고교앞,691
1240015300,동남로,한영중고교앞,대명초교입구,327
1240012300,동남로,대명초교입구,길동생태공원,701
1240010900,동남로,길동생태공원,길동생태공원앞,241
1240008300,동남로,길동생태공원앞,보훈병원,1442
1240005500,동남로,보훈병원,방아삼거리,265
1230031700,동남로,방아삼거리,서하남IC입구,764
1230025300,동남로,서하남IC입구,오륜사거리,1169
1230018500,동남로,오륜사거리,오금동사거리,411
1230014700,동남로,오금동사거리,개롱역,680
1230012100,동남로,개롱역,송파중교,415
1230010700,동남로,송파중교,개롱근린공원,293
1230009300,동남로,개롱근린공원,문정동현대아파트,360
1230007700,동남로,문정동현대아파트,올림픽훼밀리타운,549
1230006800,동남로,올림픽훼밀리타운,광평교,1352
1230006700,동남로,광평교,올림픽훼밀리타운,1369
1230007800,동남로,올림픽훼밀리타운,문정동현대아파트,549
1230009400,동남로,문정동현대아파트,개롱근린공원,360
1230010800,동남로,개롱근린공원,송파중교,293
1230012200,동남로,송파중교,개롱역,414
1230014800,동남로,개롱역,오금동사거리,687
1230018600,동남로,오금동사거리,오륜사거리,411
1230025400,동남로,오륜사거리,서하남IC입구,1169
1230031800,동남로,서하남IC입구,방아삼거리,765
1240005600,동남로,방아삼거리,보훈병원,265
1240008400,동남로,보훈병원,길동생태공원앞,1442
1240011000,동남로,길동생태공원앞,길동생태공원,241
1240012400,동남로,길동생태공원,대명초교입구,701
1240015400,동남로,대명초교입구,한영중고교앞,327
1240019800,동남로,한영중고교앞,E-마트,691
1240023600,동남로,E-마트,고덕아이파크,244
1240025600,동남로,고덕아이파크,광문고교,330
1240027800,동남로,광문고교,샘터근린공원,267
1230008700,동남로12길,개롱근린공원,문정초교,381
1230008800,동남로12길,문정초교,개롱근린공원,383
1100006200,동일로243길,수락산역,노원교,330
1100006400,동일로243길,노원교,노원교(서단),188
1100006300,동일로243길,노원교(서단),노원교,191
1100006100,동일로243길,노원교,수락산역,330
1020018900,두텁바위로,용산고교,숙대입구역,579
1020019000,두텁바위로,숙대입구역,용산고교,579
1150007700,등촌로,홍익병원앞,목동사거리,291
1150009900,등촌로,목동사거리,등촌사거리,2149
1150009800,등촌로,등촌사거리,목동사거리,2155
1150007600,등촌로,목동사거리,홍익병원앞,291
1180006800,디지털로,썬프라자,대림공원,773
1180006000,디지털로,대림공원,구로1교,633
1160006700,디지털로,구로1교,디지털1단지,382
1160005500,디지털로,디지털1단지,구로남초교입구,296
1160004700,디지털로,구로남초교입구,가리봉동주민센터,132
1160003900,디지털로,가리봉동주민센터,디지털단지오거리,329
3201509600,디지털로,디지털단지오거리,2공단사거리,230
3201509800,디지털로,2공단사거리,디지털3단지,672
3201510000,디지털로,디지털3단지,철산대교(동단),64
3201510100,디지털로,철산대교(동단),디지털3단지,63
3201509900,디지털로,디지털3단지,2공단사거리,672
3201509700,디지털로,2공단사거리,디지털단지오거리,231
1160004000,디지털로,디지털단지오거리,가리봉동주민센터,329
1160004800,디지털로,가리봉동주민센터,구로남초교입구,132
1160005600,디지털로,구로남초교입구,디지털1단지,298
1160006800,디지털로,디지털1단지,구로1교,381
1180006100,디지털로,구로1교,대림공원,634
1180006900,디지털로,대림공원,썬프라자,764
1030006600,뚝섬로,옥수역,서울숲푸르지오아파트,568
1030008000,뚝섬로,서울숲푸르지오아파트,용비교동측,794
1030004300,뚝섬로,용비교동측,성수대교북단교차로,331
1005009000,뚝섬로,성수대교북단교차로,서울숲입구,747
1030004900,뚝섬로,서울숲입구,경일초교,370
1030004100,뚝섬로,경일초교,뚝도시장,628
1030003100,뚝섬로,뚝도시장,영동대교북단,584
1040008000,뚝섬로,영동대교북단,신양초교,684
1040006600,뚝섬로,신양초교,신자초교입구,675
1040005800,뚝섬로,신자초교입구,잠실대교북단교차로,923
1040006500,뚝섬로,잠실대교북단교차로,동서울호텔,603
1040006400,뚝섬로,동서울호텔,잠실대교북단교차로,603
1040005900,뚝섬로,잠실대교북단교차로,신자초교입구,913
1040006700,뚝섬로,신자초교입구,신양초교,676
1040008100,뚝섬로,신양초교,영동대교북단,684
1030003200,뚝섬로,영동대교북단,뚝도시장,584
1030004200,뚝섬로,뚝도시장,경일초교,628
1030005000,뚝섬로,경일초교,서울숲입구,370
1005009100,뚝섬로,서울숲입구,성수대교북단교차로,746
1030004400,뚝섬로,성수대교북단교차로,용비교동측,331
1030007900,뚝섬로,용비교동측,서울숲푸르지오아파트,805
1030006500,뚝섬로,서울숲푸르지오아파트,옥수역,567
1100008600,마들로,월릉교서측,한천교,884
1100011200,마들로,한천교,녹천중교,1118
1100014600,마들로,녹천중교,월계역입구,342
1100018600,마들로,월계역입구,녹천교서단,1406
1090004600,마들로,녹천교서단,도봉경찰서,808
1090007000,마들로,도봉경찰서,농협창동유통센타,172
1090008600,마들로,농협창동유통센타,창동운동장,710
1090009600,마들로,창동운동장,서울문화고교,446
1090011600,마들로,서울문화고교,도봉중교,946
1090012600,마들로,도봉중교,노원교(서단),956
1090013000,마들로,노원교(서단),상도교(서단),657
1090012900,마들로,상도교(서단),노원교(서단),647
1090012500,마들로,노원교(서단),도봉중교,959
1090011500,마들로,도봉중교,서울문화고교,947
1090009500,마들로,서울문화고교,창동운동장,457
1090008500,마들로,창동운동장,농협창동유통센타,698
1090006900,마들로,농협창동유통센타,도봉경찰서,172
1090004500,마들로,도봉경찰서,녹천교서단,808
1100018500,마들로,녹천교서단,월계역입구,1410
1100014500,마들로,월계역입구,녹천중교,343
1100011100,마들로,녹천중교,한천교,1114
1100008500,마들로,한천교,월릉교서측,885
1010010600,마른내로,광희동사거리,오장동사거리,437
1010010100,마른내로,오장동사거리,중구청,365
1010009400,마른내로,중구청,명보사거리,485
1010009800,마른내로,명보사거리,중부경찰서앞,259
1010010700,마른내로,중부경찰서앞,명동성당,213
1010010800,마른내로,명동성당,중부경찰서앞,214
1010009700,마른내로,중부경찰서앞,명보사거리,261
1010009300,마른내로,명보사거리,중구청,485
1010010200,마른내로,중구청,오장동사거리,365
1010010500,마른내로,오장동사거리,광희동사거리,428
1030019900,마장로,신답역,마장2교,320
1030019500,마장로,마장2교,마장동주민센터,216
1030018500,마장로,마장동주민센터,마장삼거리,243
1030018200,마장로,마장삼거리,도선사거리,481
1030018800,마장로,도선사거리,양지사거리,571
1030019200,마장로,양지사거리,황학사거리,595
1010018600,마장로,황학사거리,흥인사거리,672
1010017900,마장로,흥인사거리,동대문디자인플라자,317
1010018700,마장로,동대문디자인플라자,청계6가앞,274
1010018800,마장로,청계6가앞,동대문디자인플라자,278
1010018000,마장로,동대문디자인플라자,흥인사거리,314
1010018500,마장로,흥인사거리,황학사거리,669
1030019100,마장로,황학사거리,양지사거리,595
1030018700,마장로,양지사거리,도선사거리,571
1030018100,마장로,도선사거리,마장삼거리,481
1030018600,마장로,마장삼거리,마장동주민센터,243
1030019600,마장로,마장동주민센터,마장2교,216
1030020000,마장로,마장2교,신답역,318
1030014800,마조로,한양대병원,한양대부속고등학교,266
1030016200,마조로,한양대부속고등학교,마장삼거리,600
1030016100,마조로,마장삼거리,한양대부속고등학교,605
1030014700,마조로,한양대부속고등학교,한양대병원,268
1060013100,면목로,상봉삼거리,상봉역(7호선),200
1060012500,면목로,상봉역(7호선),상봉시장앞,213
1060010900,면목로,상봉시장앞,면목역,490
1060008900,면목로,면목역,사가정역,865
1060007500,면목로,사가정역,면곡시장,1174
1040016800,면목로,면곡시장,중곡1동사거리,971
1040015600,면목로,중곡1동사거리,군자교입구,611
1040014600,면목로,군자교입구,군자동주민센터,465
1040014700,면목로,군자동주민센터,군자교입구,464
1040015700,면목로,군자교입구,중곡1동사거리,611
1040016900,면목로,중곡1동사거리,면곡시장,974
1060007600,면목로,면곡시장,사가정역,1172
1060009000,면목로,사가정역,면목역,868
1060011000,면목로,면목역,상봉시장앞,490
1060012600,면목로,상봉시장앞,상봉역(7호선),213
1060013200,면목로,상봉역(7호선),상봉삼거리,200
1060007800,면목천로,면목교,유수지주차장,604
1060008800,면목천로,유수지주차장,면목사거리,737
1060010600,면목천로,면목사거리,상봉시장앞,570
1060010500,면목천로,상봉시장앞,면목사거리,586
1060008700,면목천로,면목사거리,유수지주차장,735
1060007700,면목천로,유수지주차장,면목교,716
1130021200,모래내로,성산1교,중동초교앞,752
1130022400,모래내로,중동초교앞,모래내지하차도(남측),325
1130022900,모래내로,모래내지하차도(남측),모래내지하차도(북측),354
1120006200,모래내로,모래내지하차도(북측),연가교(서측),492
1120008000,모래내로,연가교(서측),홍남교북측,573
1120009600,모래내로,홍남교북측,홍연2교서측,449
1120011800,모래내로,홍연2교서측,서대문구청앞,669
1120012800,모래내로,서대문구청앞,홍제삼거리,1129
1120012700,모래내로,홍제삼거리,서대문구청앞,1123
1120011700,모래내로,서대문구청앞,홍연2교서측,667
1120009500,모래내로,홍연2교서측,홍남교북측,450
1120007900,모래내로,홍남교북측,연가교(서측),575
1120006100,모래내로,연가교(서측),모래내지하차도(북측),491
1130023000,모래내로,모래내지하차도(북측),모래내지하차도(남측),347
1130022300,모래내로,모래내지하차도(남측),중동초교앞,325
1130021100,모래내로,중동초교앞,성산1교,751
1140004500,목동동로,신정7동주민센터,목동10-12단지,157
1140003900,목동동로,목동10-12단지,신트리공원앞,150
1140004000,목동동로,신트리공원앞,목동10-12단지,150
1140004600,목동동로,목동10-12단지,신정7동주민센터,159
1140004300,목동동로,신정7동주민센터,목동12단지,268
1140005200,목동동로,목동12단지,목동12-13단지,91
1140005600,목동동로,목동12-13단지,양천문화회관,96
1140006400,목동동로,양천문화회관,목동13단지,192
1140007000,목동동로,목동13단지,양천경찰서,62
1140007600,목동동로,양천경찰서,양천구청,123
1140008600,목동동로,양천구청,등촌지하차도,85
1140009200,목동동로,등촌지하차도,서울출입국관리사무소,229
1140011800,목동동로,서울출입국관리사무소,양천세무서앞,146
1140013400,목동동로,양천세무서앞,목동중학교,138
1140015200,목동동로,목동중학교,목동초교,245
1140017800,목동동로,목동초교,오목지하차도(동단),212
1140020200,목동동로,오목지하차도(동단),방송회관,160
1140022400,목동동로,방송회관,목운중학교,109
1140024000,목동동로,목운중학교,서울이동통신,76
1140025400,목동동로,서울이동통신,KT정보전산센터,80
1140026600,목동동로,KT정보전산센터,양천소방서,117
1140021300,목동동로,방송회관,목동현대하이페리온,176
1140020500,목동동로,목동현대하이페리온,현대백화점목동점,176
1140019900,목동동로,현대백화점목동점,목동공영주차장,185
1140020000,목동동로,목동공영주차장,현대백화점목동점,185
1140022000,목동동로,현대백화점목동점,목동주차장,196
1140025200,목동동로,목동주차장,KT목동빌딩,281
1140028600,목동동로,KT목동빌딩,목동근린공원,155
1140030600,목동동로,목동근린공원,목5동성당,254
1140032300,목동동로,목5동성당,목5동주민센터,155
1140033000,목동동로,목5동주민센터,목동5단지,130
1140033800,목동동로,목동5단지,목동5단지상가,101
1140034400,목동동로,목동5단지상가,목동부영그린타운,103
1140034600,목동동로,목동부영그린타운,목동5-6단지,98
1140035600,목동동로,목동5-6단지,이대목동병원,236
1140036200,목동동로,이대목동병원,목마공원,119
1160017400,목동로,오금교동단,오금교서단,341
1140001600,목동로,오금교서단,갈산초교삼거리,203
1140003000,목동로,갈산초교삼거리,목동13-14단지,339
1140010200,목동로,목동13-14단지,남부법원검찰청,1011
1140018200,목동로,남부법원검찰청,목동역,418
1140024200,목동로,목동역,홍익병원앞,404
1140024100,목동로,홍익병원앞,목동역,405
1140018100,목동로,목동역,남부법원검찰청,418
1140010100,목동로,남부법원검찰청,목동13-14단지,1011
1140002900,목동로,목동13-14단지,갈산초교삼거리,339
1140001500,목동로,갈산초교삼거리,오금교서단,206
1160017300,목동로,오금교서단,오금교동단,341
1140037500,목동서로,열병합발전소,도시개발공사,244
1140036500,목동서로,도시개발공사,월촌중학교,196
1140035900,목동서로,월촌중학교,"목동1,2단지",105
1140035100,목동서로,"목동1,2단지",목동2단지,261
1140034100,목동서로,목동2단지,"목동2,3단지",104
1140032700,목동서로,"목동2,3단지",양천도서관,192
1140031500,목동서로,양천도서관,양천우체국,120
1140030300,목동서로,양천우체국,목동청소년수련관,195
1140028700,목동서로,목동청소년수련관,홈플러스목동점,96
1140027500,목동서로,홈플러스목동점,SBS방송센터,87
1140025900,목동서로,SBS방송센터,오목공원,112
1140024500,목동서로,오목공원,CBS방송국,83
1140023100,목동서로,CBS방송국,목운초교,76
1140021700,목동서로,목운초교,목동현대하이페리온,113
1140027000,목동서로,SBS방송센터,양천소방서,176
1140027800,목동서로,양천소방서,비전프라자,348
1140023500,목동서로,비전프라자,목동7단지,184
1140020900,목동서로,목동7단지,오목지하차도(서단),162
1140018300,목동서로,오목지하차도(서단),목동성당,214
1140015700,목동서로,목동성당,목동8단지아파트,243
1140012900,목동서로,목동8단지아파트,한국전력강서지점,236
1140011100,목동서로,한국전력강서지점,양천공원,100
1140010500,목동서로,양천공원,양천구의회,90
1140009900,목동서로,양천구의회,목동9단지,123
1140009300,목동서로,목동9단지,신정6동주민센터,61
1140008700,목동서로,신정6동주민센터,양천문화회관공영주차장,193
1140007900,목동서로,양천문화회관공영주차장,목동9-10단지,94
1140007100,목동서로,목동9-10단지,목동10단지상가,93
1140006100,목동서로,목동10단지상가,신정7동주민센터,264
1140030200,목동중앙로,목동대원칸타빌3단지,목동3-4단지,400
1140033200,목동중앙로,목동3-4단지,신목중학교,431
1140035800,목동중앙로,신목중학교,목동극동아파트,148
1140037400,목동중앙로,목동극동아파트,월촌초교앞,336
1140038800,목동중앙로,월촌초교앞,한신청구아파트앞,527
1140039400,목동중앙로,한신청구아파트앞,목동초교,282
1140039600,목동중앙로,목동초교,신목동역,86
1140039500,목동중앙로,신목동역,한신청구아파트앞,397
1140038700,목동중앙로,한신청구아파트앞,월촌초교앞,534
1140037300,목동중앙로,월촌초교앞,목동극동아파트,334
1140035700,목동중앙로,목동극동아파트,신목중학교,148
1140033100,목동중앙로,신목중학교,목동3-4단지,436
1140030100,목동중앙로,목동3-4단지,목동대원칸타빌3단지,403
1030018000,무학로,상왕십리역,양지사거리,293
1030019800,무학로,양지사거리,청계9가,340
1050006000,무학로,청계9가,시립동부병원앞,456
1050010200,무학로,시립동부병원앞,용두동사거리,427
1050012000,무학로,용두동사거리,안암오거리,552
1050011900,무학로,안암오거리,용두동사거리,552
1050010100,무학로,용두동사거리,시립동부병원앞,427
1050005900,무학로,시립동부병원앞,청계9가,456
1030019700,무학로,청계9가,양지사거리,340
1030017900,무학로,양지사거리,상왕십리역,293
1170008400,문성로,독산3동주민센터,난곡우체국앞,1052
1200002200,문성로,난곡우체국앞,신림초교,1144
1200002300,문성로,신림초교,신림1교,430
1200002400,문성로,신림1교,신림초교,361
1200002100,문성로,신림초교,난곡우체국앞,1147
1170008300,문성로,난곡우체국앞,독산3동주민센터,1052
1230006300,문정로4길,문덕초교,건영아파트교차로,396
1230006400,문정로4길,건영아파트교차로,문덕초교,390
1150001200,발산로,외발산사거리,외발산동,508
1150001100,발산로,외발산동,외발산사거리,518
1210011900,방배로,경남아파트앞,방배역,795
1210015700,방배로,방배역,내방역,774
1210018900,방배로,내방역,함지박사거리,638
1210021300,방배로,함지박사거리,방배삼호아파트,674
1210021200,방배로,방배삼호아파트,함지박사거리,679
1210018800,방배로,함지박사거리,내방역,638
1210015600,방배로,내방역,방배역,774
1210011800,방배로,방배역,경남아파트앞,796
1100032800,방학로,상계교,서울문화고교,528
1090010000,방학로,서울문화고교,방학사거리,369
1090010400,방학로,방학사거리,신한은행방학지점,444
1090010100,방학로,신한은행방학지점,성원아파트,238
1090009700,방학로,성원아파트,신동아아파트,636
1080013400,방학로,신동아아파트,우이동,1610
1080013300,방학로,우이동,신동아아파트,1600
1090009800,방학로,신동아아파트,성원아파트,637
1090010200,방학로,성원아파트,신한은행방학지점,238
1090010300,방학로,신한은행방학지점,방학사거리,444
1090009900,방학로,방학사거리,서울문화고교,368
1100032700,방학로,서울문화고교,상계교,529
1150016900,방화대로,공항중학교,신방화역,751
1150019500,방화대로,신방화역,신방화사거리,648
1150020300,방화대로,신방화사거리,강서공고앞,310
1150020200,방화대로,강서공고앞,신방화사거리,310
1150019400,방화대로,신방화사거리,신방화역,648
1150016800,방화대로,신방화역,공항중학교,751
1130014900,백범로,신촌로터리,서강대앞,603
1130012700,백범로,서강대앞,대흥역,387
1130010900,백범로,대흥역,공덕오거리,915
1130008500,백범로,공덕오거리,공덕동자치회관별관,409
1020015900,백범로,공덕동자치회관별관,용마루고개,322
1020015300,백범로,용마루고개,효창공원앞역,322
1020013900,백범로,효창공원앞역,용산구보건분소,463
1020013100,백범로,용산구보건분소,삼각지고가차도(서측),132
1020012500,백범로,삼각지고가차도(서측),삼각지,596
1020012600,백범로,삼각지,삼각지고가차도(서측),600
1020013200,백범로,삼각지고가차도(서측),용산구보건분소,132
1020014000,백범로,용산구보건분소,효창공원앞역,462
1020015400,백범로,효창공원앞역,용마루고개,321
1020016000,백범로,용마루고개,공덕동자치회관별관,321
1130008600,백범로,공덕동자치회관별관,공덕오거리,409
1130011000,백범로,공덕오거리,대흥역,915
1130012800,백범로,대흥역,서강대앞,380
1130015000,백범로,서강대앞,신촌로터리,600
1230026700,백제고분로,올림픽공원남4문,방이사거리,748
1230020700,백제고분로,방이사거리,석촌역,727
1230017100,백제고분로,석촌역,배명사거리,959
1230016600,백제고분로,배명사거리,삼전사거리,822
1230019000,백제고분로,삼전사거리,아시아선수촌아파트,800
1230022600,백제고분로,아시아선수촌아파트,종합운동장,576
1230027800,백제고분로,종합운동장,종합운동장JC,609
1230027700,백제고분로,종합운동장JC,종합운동장,615
1230022500,백제고분로,종합운동장,아시아선수촌아파트,577
1230018900,백제고분로,아시아선수촌아파트,삼전사거리,800
1230016500,백제고분로,삼전사거리,배명사거리,826
1230017200,백제고분로,배명사거리,석촌역,965
1230020800,백제고분로,석촌역,방이사거리,732
1230026800,백제고분로,방이사거리,올림픽공원남4문,748
1180024900,버드나루로,영등포로타리,영동초등학교,697
1180034300,버드나루로,영동초등학교,당산중교,845
1180034200,버드나루로,당산중교,영동초등학교,847
1180024800,버드나루로,영동초등학교,영등포로타리,696
1170003200,범안로,금천교교차로,금천교(동단),221
1170003400,범안로,교원구로물류센터,금천고가차도,155
1170003700,범안로,서울두산초교,말미사거리,519
1170003500,범안로,말미사거리,독산4동,354
1170003600,범안로,독산4동,말미사거리,354
1170003800,범안로,말미사거리,서울두산초교,521
1170003300,범안로,금천고가차도,교원구로물류센터,158
1170003100,범안로,금천교(동단),금천교교차로,221
1070020100,보국문로,북한산관리공단입구,정릉4동주민센터,1083
1070015700,보국문로,정릉4동주민센터,정릉입구,1005
1070015800,보국문로,정릉입구,정릉4동주민센터,1014
1070020200,보국문로,정릉4동주민센터,북한산관리공단입구,1088
1200011800,보라매로,당곡사거리,보라매공원(동문),360
1200012600,보라매로,보라매공원(동문),신대방삼거리역,819
1200012500,보라매로,신대방삼거리역,보라매공원(동문),817
1200011700,보라매로,보라매공원(동문),당곡사거리,364
1060012900,봉우재로,우림시장,혜원사거리,641
1060012100,봉우재로,혜원사거리,상봉시장앞,615
1060011500,봉우재로,상봉시장앞,중랑전화국,584
1060010700,봉우재로,중랑전화국,중랑초등학교,634
1060010800,봉우재로,중랑초등학교,중랑전화국,634
1060011600,봉우재로,중랑전화국,상봉시장앞,583
1060012200,봉우재로,상봉시장앞,혜원사거리,615
1060013000,봉우재로,혜원사거리,우림시장,626
1060015000,봉화산로,이화교동단,중화역입구대원사약국,313
1060015200,봉화산로,중화역입구대원사약국,중화역,153
1060015400,봉화산로,중화역,봉화삼거리,703
1060016200,봉화산로,봉화삼거리,중랑구청사거리,845
1060017000,봉화산로,중랑구청사거리,능산삼거리,542
1060016900,봉화산로,능산삼거리,중랑구청사거리,544
1060016100,봉화산로,중랑구청사거리,봉화삼거리,845
1060015300,봉화산로,봉화삼거리,중화역,698
1060015100,봉화산로,중화역,중화역입구대원사약국,153
1060014900,봉화산로,중화역입구대원사약국,이화교동단,313
1070011000,북악산로,미아리고개예술극장,아리랑고개,765
1070010700,북악산로,아리랑고개,성북구민회관입구,1372
1070010600,북악산로,성북구민회관입구,북악골프연습장,1295
1000021200,북악산로,북악골프연습장,북악산로입구,5290
1000016900,북악산로,북악산로입구,사직단,2629
1000017000,북악산로,사직단,북악산로입구,2613
1000021100,북악산로,북악산로입구,북악골프연습장,5328
1070010500,북악산로,북악골프연습장,성북구민회관입구,1310
1070010800,북악산로,성북구민회관입구,아리랑고개,1357
1070010900,북악산로,아리랑고개,미아리고개예술극장,777
1110016000,북한산로,은평뉴타운10단지,지축교사거리,693
1110016200,북한산로,지축교사거리,북한산성입구,2665
1110016100,북한산로,북한산성입구,지축교사거리,2660
1110015900,북한산로,지축교사거리,은평뉴타운10단지,707
1050005200,사가정로,신답역,신답육교,152
1050006400,사가정로,신답육교,동대문중,347
1050009800,사가정로,동대문중,전농동사거리,682
1050011200,사가정로,전농동사거리,배봉초교,942
1050011400,사가정로,배봉초교,장안동삼거리,339
1050011600,사가정로,장안동삼거리,장안지하차도,365
1050012800,사가정로,장안지하차도,장안교사거리,352
1060008300,사가정로,장안교사거리,유수지주차장,327
1060008100,사가정로,유수지주차장,사가정역,455
1060007900,사가정로,사가정역,용마한신아파트,421
1060008000,사가정로,용마한신아파트,사가정역,420
1060008200,사가정로,사가정역,유수지주차장,455
1060008400,사가정로,유수지주차장,장안교사거리,327
1050012700,사가정로,장안교사거리,장안지하차도,355
1050011500,사가정로,장안지하차도,장안동삼거리,364
1050011300,사가정로,장안동삼거리,배봉초교,339
1050011100,사가정로,배봉초교,전농동사거리,943
1050009700,사가정로,전농동사거리,동대문중,683
1050006300,사가정로,동대문중,신답육교,347
1050005100,사가정로,신답육교,신답역,152
1210020000,사임당로,우성아파트,서이초교,321
1210019000,사임당로,서이초교,서울교대,1133
1210017400,사임당로,서울교대,교대입구,432
1210017500,사임당로,교대입구,서울교대,432
1210019100,사임당로,서울교대,서이초교,1132
1210020100,사임당로,서이초교,우성아파트,321
1030020500,살곶이길,서울시설공단,마장2교,861
1030018900,살곶이길,마장2교,사근램프앞,322
1030016500,살곶이길,사근램프앞,사근삼거리,474
1030013500,살곶이길,사근삼거리,행당중학교,1304
1030013200,살곶이길,행당중학교,한양대병원,624
1030013100,살곶이길,한양대병원,행당중학교,641
1030013600,살곶이길,행당중학교,사근삼거리,1326
1030016600,살곶이길,사근삼거리,사근램프앞,477
1030019000,살곶이길,사근램프앞,마장2교,321
1030020600,살곶이길,마장2교,서울시설공단,873
1070005700,삼선교로,성북경찰서앞,성북세무서,474
1070004800,삼선교로,성북세무서,한성대입구역,425
1070004700,삼선교로,한성대입구역,성북세무서,440
1070005800,삼선교로,성북세무서,성북경찰서앞,474
1220034000,삼성로,청담사거리,청담공원앞,650
1220031800,삼성로,청담공원앞,삼성중앙역,698
1220029200,삼성로,삼성중앙역,포스코사거리,745
1220026600,삼성로,포스코사거리,대치사거리,453
1220024800,삼성로,대치사거리,은마아파트입구,511
1220021800,삼성로,은마아파트입구,대치역,527
1220018200,삼성로,대치역,영동5교,356
1220015000,삼성로,영동5교,개포동역,289
1220012600,삼성로,개포동역,경기여고앞,358
1220009400,삼성로,경기여고앞,"개포3,4단지",472
1220009500,삼성로,"개포3,4단지",경기여고앞,468
1220012700,삼성로,경기여고앞,개포동역,358
1220015100,삼성로,개포동역,영동5교,289
1220018300,삼성로,영동5교,대치역,356
1220021900,삼성로,대치역,은마아파트입구,528
1220024900,삼성로,은마아파트입구,대치사거리,511
1220026700,삼성로,대치사거리,포스코사거리,453
1220029300,삼성로,포스코사거리,삼성중앙역,746
1220031900,삼성로,삼성중앙역,청담공원앞,698
1220034100,삼성로,청담공원앞,청담사거리,650
1070013000,삼양로,돈암1동주민센터,길음역,123
1070017400,삼양로,길음역,삼양입구사거리,1746
1080003000,삼양로,삼양입구사거리,삼양시장,657
1080004400,삼양로,삼양시장,수유일공원,677
1080005800,삼양로,수유일공원,화계사입구,358
1080008400,삼양로,화계사입구,우이초등학교,340
1080010200,삼양로,우이초등학교,우이초등교앞,393
1080012000,삼양로,우이초등교앞,국립4.19묘지입구,863
1080013000,삼양로,국립4.19묘지입구,청한빌라앞,1099
1080013200,삼양로,청한빌라앞,우이동,726
1080013100,삼양로,우이동,청한빌라앞,733
