시도,시군구,사고월,사고년도,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023
시도,시군구,사고월,사고년도,01일,02일,03일,04일,05일,06일,07일,08일,09일,10일,11일,12일,13일,14일,15일,16일,17일,18일,19일,20일,21일,22일,23일,24일,25일,26일,27일,28일,29일,30일,31일
서울,강서구,08월,사망[명],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,강서구,08월,부상[명],3,9,7,6,1,1,5,5,3,5,10,3,2,6,2,3,7,7,5,7,1,12,3,5,7,7,12,4,2,7,18
서울,강서구,09월,사고[건],4,3,5,5,4,5,8,4,5,-,3,8,11,4,4,3,7,5,7,7,4,10,4,3,7,9,4,4,3,3,-
서울,강서구,09월,사망[명],0,0,0,0,0,0,1,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
서울,강서구,09월,부상[명],4,5,6,5,9,7,8,4,8,-,3,11,13,5,6,5,10,6,8,9,5,15,4,5,7,11,6,5,3,6,-
서울,강서구,10월,사고[건],5,2,3,10,6,7,1,4,6,6,6,4,10,3,2,4,2,6,4,4,6,4,4,3,8,1,4,2,3,3,2
서울,강서구,10월,사망[명],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,강서구,10월,부상[명],14,3,4,10,7,9,1,4,7,7,8,4,10,3,2,4,3,7,4,4,10,5,7,3,8,1,4,8,3,3,2
서울,강서구,11월,사고[건],6,7,4,3,4,3,5,8,2,4,7,2,2,6,7,6,3,3,4,3,9,5,5,3,1,-,2,6,3,3,-
서울,강서구,11월,사망[명],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,-
서울,강서구,11월,부상[명],7,8,4,4,8,4,6,9,2,5,13,3,2,14,10,8,11,6,7,5,11,5,5,4,1,-,2,6,6,3,-
서울,강서구,12월,사고[건],7,8,3,3,4,4,2,4,3,2,3,4,5,3,3,4,1,4,1,8,10,5,2,3,2,4,1,5,8,2,1
서울,강서구,12월,사망[명],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,강서구,12월,부상[명],9,10,4,4,4,8,2,5,4,2,9,8,7,3,3,4,1,5,1,16,11,11,3,3,2,6,1,10,14,2,1
서울,구로구,01월,사고[건],-,2,2,1,3,5,4,2,2,1,3,4,2,3,3,3,3,6,5,8,4,-,-,1,6,1,6,2,-,5,6
서울,구로구,01월,사망[명],-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,0,0
서울,구로구,01월,부상[명],-,3,2,1,6,7,4,2,2,2,3,4,3,3,5,3,4,6,5,14,6,-,-,1,8,1,7,2,-,5,6
서울,구로구,02월,사고[건],1,4,3,2,4,2,6,5,3,1,2,1,2,1,9,4,1,3,4,4,2,3,-,-,3,-,4,1,-,-,-
서울,구로구,02월,사망[명],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,-,0,0,-,-,-
서울,구로구,02월,부상[명],1,8,4,4,8,2,7,5,4,1,6,1,2,1,13,5,1,5,6,14,2,5,-,-,3,-,7,1,-,-,-
서울,구로구,03월,사고[건],4,2,5,8,1,5,2,4,-,3,6,2,1,3,2,3,4,5,3,2,3,6,3,5,2,1,1,4,4,3,4
서울,구로구,03월,사망[명],0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,구로구,03월,부상[명],4,2,5,8,1,5,3,8,-,3,9,2,1,3,3,3,8,5,4,3,4,6,7,6,2,1,1,4,4,3,5
서울,구로구,04월,사고[건],3,1,4,2,1,-,1,2,3,7,1,2,3,6,5,4,4,1,3,2,4,4,2,11,6,2,9,3,1,2,-
서울,구로구,04월,사망[명],0,0,0,0,0,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
서울,구로구,04월,부상[명],5,1,6,2,2,-,1,2,3,8,1,2,9,8,12,5,10,1,3,3,6,6,2,15,8,4,14,3,1,3,-
서울,구로구,05월,사고[건],-,3,2,4,-,6,5,4,5,2,1,4,3,4,6,8,3,4,11,4,4,5,6,5,2,5,2,4,3,2,5
서울,구로구,05월,사망[명],-,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,구로구,05월,부상[명],-,3,2,4,-,10,6,6,5,5,2,5,5,5,7,9,3,6,13,6,5,8,9,6,2,5,2,10,3,2,7
서울,구로구,06월,사고[건],1,7,8,4,7,3,2,1,6,3,1,2,-,2,1,4,7,5,6,2,6,8,5,5,2,2,3,3,10,3,-
서울,구로구,06월,사망[명],0,0,0,0,0,0,0,0,0,0,0,0,-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
서울,구로구,06월,부상[명],1,11,11,5,8,3,2,1,7,3,1,4,-,2,0,7,9,6,7,3,8,11,5,7,3,2,4,3,12,4,-
서울,구로구,07월,사고[건],3,5,7,6,6,3,5,3,6,2,3,8,5,3,5,5,2,5,5,3,5,5,5,5,7,2,5,3,3,3,3
서울,구로구,07월,사망[명],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
서울,구로구,07월,부상[명],4,7,7,7,6,5,8,3,10,6,3,9,7,6,5,6,2,8,5,4,5,6,7,9,8,2,5,4,3,3,11
서울,구로구,08월,사고[건],1,3,4,4,2,1,4,4,6,3,2,3,2,2,2,2,9,2,3,6,8,6,3,3,7,1,2,8,3,4,1
서울,구로구,08월,사망[명],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,구로구,08월,부상[명],1,8,6,5,5,1,6,4,6,4,4,3,3,5,5,2,13,2,3,11,9,13,3,3,7,1,5,10,3,6,1
서울,구로구,09월,사고[건],8,4,1,3,3,4,3,3,8,3,2,2,3,2,2,9,5,8,2,7,4,5,5,-,4,4,4,3,2,1,-
서울,구로구,09월,사망[명],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,-
서울,구로구,09월,부상[명],11,6,1,3,3,5,3,3,9,3,2,2,4,9,3,17,8,8,7,9,4,5,5,-,4,4,5,4,3,1,-
서울,구로구,10월,사고[건],3,4,3,6,4,4,3,3,3,5,1,4,6,4,1,7,2,3,6,6,4,2,3,2,3,4,4,4,5,9,5
서울,구로구,10월,사망[명],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,구로구,10월,부상[명],6,4,3,7,10,5,5,3,3,8,1,4,7,5,1,8,2,3,8,10,10,2,4,2,3,5,4,4,7,9,11
서울,구로구,11월,사고[건],3,7,7,4,5,3,5,6,3,4,2,6,7,3,4,7,4,3,2,6,2,4,4,5,8,4,2,3,6,2,-
서울,구로구,11월,사망[명],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-
서울,구로구,11월,부상[명],5,12,7,6,9,4,5,6,6,6,2,8,7,5,4,14,7,3,6,7,3,4,7,6,8,5,3,4,10,2,-
서울,구로구,12월,사고[건],4,5,4,4,9,3,3,6,4,2,3,4,6,7,5,4,4,3,3,2,5,10,6,4,2,5,3,1,7,5,2
서울,구로구,12월,사망[명],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,구로구,12월,부상[명],4,8,4,12,25,3,3,10,7,4,3,9,8,11,6,4,4,3,3,2,7,15,6,4,2,8,4,1,7,5,2
서울,영등포구,01월,사고[건],3,4,6,4,3,9,6,1,2,5,3,1,5,3,3,3,6,11,4,7,-,1,5,3,3,5,7,9,3,5,4
